兴趣小队项目开发日志（UTF-8）
仓库：https://github.com/OldGuestInBreeze/-1
范围：2026-09-08 14:49:38 至 2026-09-17 23:31:38，北京时间 UTC+8
总计：52 条提交；合并 2 条；默认分支 26 条；其他分支独有 26 条
采集：2026-09-17 23:52:39（UTC+8）
口径：时间为 Git CommitDate，不是实际上传时间；变更摘要不代表测试或验收通过。
文件状态：A 新增；M 修改；D 删除；R 重命名。合并记录不重复展开文件变更。

========================================================================
2026-09-08 | 工程初始化与账号基础 | 11 条
从模块权限开始搭建 HarmonyOS 客户端，完成登录界面、主导航、通用网络与提示工具、认证接口及注册流程的提交；期间合并 PR #1。

[2026-09-08 14:49:38 +08:00] 配置应用模块与权限
提交：049c2a73dafc893fe41be5bb8759fe8cbe188149
原始标题：Add HarmonyOS module permissions
作者：Devin AI | 提交者：Devin AI
AuthorDate：2026-09-08T06:49:38Z | CommitDate：2026-09-08T06:49:38Z
版本范围：默认分支
内容：提交应用模块声明，配置网络、模糊定位和精确定位权限，以及入口与备份能力。
链接：https://github.com/OldGuestInBreeze/-1/commit/049c2a73dafc893fe41be5bb8759fe8cbe188149
所在分支：devin/1788850116-add-module-permissions；devin/1788852083.32064-harmony-login-main-ui；devin/1788853038-safe-area-layout；devin/1789022641-fix-created-event-crash；devin/1789659075-defense-downloads
文件变更：1 项
  A	module.json5
所在分支：devin/1788850116-add-module-permissions；devin/1789022641-fix-created-event-crash；devin/1789659075-defense-downloads
文件变更：合并提交，参见其原始开发提交。

[2026-09-10 14:46:32 +08:00] 补充活动数据异常保护
提交：99bbdc73fa6184f555d9ee7d8eba61c3980e01ce
原始标题：Prevent activity data crashes
作者：Devin AI | 提交者：Devin AI
AuthorDate：2026-09-10T06:46:32Z | CommitDate：2026-09-10T06:46:32Z
版本范围：扩展分支
内容：为请求响应和活动、成员、小队模型补充空值默认值，并调整相关页面的数据处理。
链接：https://github.com/OldGuestInBreeze/-1/commit/99bbdc73fa6184f555d9ee7d8eba61c3980e01ce
所在分支：devin/1789022641-fix-created-event-crash
文件变更：11 项
  M	entry/src/main/ets/pages/EventInfoPage.ets
  M	entry/src/main/ets/pages/EventListPage.ets
  M	entry/src/main/ets/pages/MyEventPage.ets
  M	entry/src/main/ets/pages/TeamListPage.ets
  M	entry/src/main/ets/utils/HttpRequest.ets
  M	entry/src/main/ets/utils/UserUtil.ets
  M	entry/src/main/ets/view/EventViewComponent.ets
  M	entry/src/main/ets/view/HomeViewComponent.ets
  M	entry/src/main/ets/viewmodel/Event.ets
  M	entry/src/main/ets/viewmodel/EventMember.ets
  M	entry/src/main/ets/viewmodel/Team.ets

[2026-09-10 15:25:24 +08:00] 修正头像上传与保存流程
提交：2ef9174745d544168b3860bd85a57fc9445cce43
原始标题：Fix avatar upload save flow
作者：Devin AI | 提交者：Devin AI
AuthorDate：2026-09-10T07:25:24Z | CommitDate：2026-09-10T07:25:24Z
版本范围：扩展分支
内容：调整资料编辑页及图片上传工具，处理头像上传和保存之间的衔接。
链接：https://github.com/OldGuestInBreeze/-1/commit/2ef9174745d544168b3860bd85a57fc9445cce43
所在分支：devin/1789022641-fix-created-event-crash
文件变更：2 项
  M	entry/src/main/ets/pages/UserEditPage.ets
  M	entry/src/main/ets/utils/UploadUtil.ets

========================================================================
2026-09-12 | 社交、地图与后端扩展 | 15 条
在扩展开发分支加入成员管理、好友申请、私信、地图导航和 Spring Boot 后端，随后调整定位、返回按钮、好友通知与应用图标。

[2026-09-12 13:22:02 +08:00] 加入发起者成员管理
提交：d9d97c99b42e2ae3eaa19eaaf7c143913c0f8291
原始标题：Add owner member management
作者：Jacob Young | 提交者：Jacob Young
AuthorDate：2026-09-12T05:22:02Z | CommitDate：2026-09-12T05:22:02Z
版本范围：扩展分支
内容：在成员列表页扩展活动发起者的成员管理交互。
链接：https://github.com/OldGuestInBreeze/-1/commit/d9d97c99b42e2ae3eaa19eaaf7c143913c0f8291
所在分支：devin/1789022641-fix-created-event-crash
文件变更：1 项
  M	entry/src/main/ets/pages/TeamListPage.ets

[2026-09-12 13:53:22 +08:00] 加入好友申请流程
提交：ce29c1605752d606df9c480b2fa3118da16b01e1
原始标题：Add friend application flow
作者：Jacob Young | 提交者：Jacob Young
AuthorDate：2026-09-12T05:53:22Z | CommitDate：2026-09-12T05:53:22Z
版本范围：扩展分支
内容：新增好友接口、申请页和好友视图，并接入主导航与页面配置。
链接：https://github.com/OldGuestInBreeze/-1/commit/ce29c1605752d606df9c480b2fa3118da16b01e1
所在分支：devin/1789022641-fix-created-event-crash
文件变更：5 项
  A	entry/src/main/ets/api/FriendApi.ets
  A	entry/src/main/ets/pages/ApplyPage.ets
  M	entry/src/main/ets/pages/Index.ets
  A	entry/src/main/ets/view/FriendViewComponent.ets
  M	entry/src/main/resources/base/profile/main_pages.json

[2026-09-12 13:59:21 +08:00] 加入私信聊天流程
提交：6da998d2823edebde1956e0ca194adb2bb766845
原始标题：Add direct messaging flow
作者：Jacob Young | 提交者：Jacob Young
AuthorDate：2026-09-12T05:59:21Z | CommitDate：2026-09-12T05:59:21Z
版本范围：扩展分支
内容：新增聊天接口、聊天页和聊天模型，并连接好友与成员页面入口。
链接：https://github.com/OldGuestInBreeze/-1/commit/6da998d2823edebde1956e0ca194adb2bb766845
所在分支：devin/1789022641-fix-created-event-crash
文件变更：6 项
  A	entry/src/main/ets/api/ChatApi.ets
  A	entry/src/main/ets/pages/ChatPage.ets
  M	entry/src/main/ets/pages/TeamListPage.ets
  M	entry/src/main/ets/view/FriendViewComponent.ets
  A	entry/src/main/ets/viewmodel/Chat.ets
  M	entry/src/main/resources/base/profile/main_pages.json

[2026-09-12 14:19:17 +08:00] 加入附近活动地图
提交：96257aa8905094864861cbde65e7ad1d1033077c
原始标题：Add nearby activity map
作者：Jacob Young | 提交者：Jacob Young
AuthorDate：2026-09-12T06:19:17Z | CommitDate：2026-09-12T06:19:17Z
版本范围：扩展分支
内容：新增地图页，扩展位置模型并配置地图页面路由。
链接：https://github.com/OldGuestInBreeze/-1/commit/96257aa8905094864861cbde65e7ad1d1033077c
所在分支：devin/1789022641-fix-created-event-crash
文件变更：3 项
  A	entry/src/main/ets/pages/MapPage.ets
  A	entry/src/main/ets/viewmodel/Location.ets
  M	entry/src/main/resources/base/profile/main_pages.json

[2026-09-12 14:20:26 +08:00] 加入活动导航地图
提交：0fdb49bbfb028c7722326f01d0be493446a3bb97
原始标题：Add activity navigation map
作者：Jacob Young | 提交者：Jacob Young
AuthorDate：2026-09-12T06:20:26Z | CommitDate：2026-09-12T06:20:26Z
版本范围：扩展分支
内容：新增导航页，并从活动详情页接入导航入口。
链接：https://github.com/OldGuestInBreeze/-1/commit/0fdb49bbfb028c7722326f01d0be493446a3bb97
所在分支：devin/1789022641-fix-created-event-crash
文件变更：3 项
  M	entry/src/main/ets/pages/EventInfoPage.ets
  A	entry/src/main/ets/pages/NavigationPage.ets
  M	entry/src/main/resources/base/profile/main_pages.json

[2026-09-12 17:58:02 +08:00] 提交 Spring Boot 后端重建版本
提交：fd7761a87781b9e83959b6fdf50e502a707e3f9d
原始标题：Checkpoint Spring Boot backend reconstruction
作者：Jacob Young | 提交者：Jacob Young
AuthorDate：2026-09-12T09:58:02Z | CommitDate：2026-09-12T09:58:02Z
版本范围：扩展分支
内容：新增 Maven 后端工程、控制器、服务、数据模型、数据库初始化脚本与地图静态页面。
链接：https://github.com/OldGuestInBreeze/-1/commit/fd7761a87781b9e83959b6fdf50e502a707e3f9d
所在分支：devin/1789022641-fix-created-event-crash
文件变更：36 项
  A	backend/.gitignore
  A	backend/README.md
  A	backend/pom.xml
  A	backend/scripts/package-backend.ps1
  A	backend/scripts/start-backend.bat
  A	backend/scripts/start-backend.ps1
  A	backend/src/main/java/com/qst/iteam/IteamBackendApplication.java
  A	backend/src/main/java/com/qst/iteam/config/ApiExceptionHandler.java
  A	backend/src/main/java/com/qst/iteam/config/WebConfig.java
  A	backend/src/main/java/com/qst/iteam/controller/ChatController.java
  A	backend/src/main/java/com/qst/iteam/controller/EventCommentController.java
  A	backend/src/main/java/com/qst/iteam/controller/EventController.java
  A	backend/src/main/java/com/qst/iteam/controller/EventMemberController.java
  A	backend/src/main/java/com/qst/iteam/controller/FriendController.java
  A	backend/src/main/java/com/qst/iteam/controller/MapConfigController.java
  A	backend/src/main/java/com/qst/iteam/controller/UploadController.java
  A	backend/src/main/java/com/qst/iteam/controller/UserController.java
  A	backend/src/main/java/com/qst/iteam/model/ApiResponse.java
  A	backend/src/main/java/com/qst/iteam/model/ChatPayload.java
  A	backend/src/main/java/com/qst/iteam/model/EventCommentPayload.java
  A	backend/src/main/java/com/qst/iteam/model/EventCommentView.java
  A	backend/src/main/java/com/qst/iteam/model/EventMemberView.java
  A	backend/src/main/java/com/qst/iteam/model/EventPayload.java
  A	backend/src/main/java/com/qst/iteam/model/EventView.java
  A	backend/src/main/java/com/qst/iteam/model/MapConfig.java
  A	backend/src/main/java/com/qst/iteam/model/PublicUser.java
  A	backend/src/main/java/com/qst/iteam/model/TeamView.java
  A	backend/src/main/java/com/qst/iteam/model/UserPayload.java
  A	backend/src/main/java/com/qst/iteam/service/ChatService.java
  A	backend/src/main/java/com/qst/iteam/service/EventService.java
  A	backend/src/main/java/com/qst/iteam/service/FriendService.java
  A	backend/src/main/java/com/qst/iteam/service/UserService.java
  A	backend/src/main/resources/application.yml
  A	backend/src/main/resources/schema.sql
  A	backend/src/main/resources/static/map.html
  A	backend/src/main/resources/static/navigationMap.html

[2026-09-12 20:22:54 +08:00] 补充后端构建配置与冒烟测试
提交：2c3ef67ba52f2c2753335207b42086e439c7b9a2
原始标题：Complete backend build verification
作者：Jacob Young | 提交者：Jacob Young
AuthorDate：2026-09-12T12:22:54Z | CommitDate：2026-09-12T12:22:54Z
版本范围：扩展分支
内容：加入 Maven 设置与 BackendSmokeTest，调整启动、打包脚本和接口响应代码。
链接：https://github.com/OldGuestInBreeze/-1/commit/2c3ef67ba52f2c2753335207b42086e439c7b9a2
所在分支：devin/1789022641-fix-created-event-crash
文件变更：11 项
  M	backend/README.md
  A	backend/maven-settings.xml
  M	backend/scripts/package-backend.ps1
  M	backend/scripts/start-backend.ps1
  M	backend/src/main/java/com/qst/iteam/controller/ChatController.java
  M	backend/src/main/java/com/qst/iteam/controller/EventCommentController.java
  M	backend/src/main/java/com/qst/iteam/controller/EventController.java
  M	backend/src/main/java/com/qst/iteam/controller/FriendController.java
  M	backend/src/main/java/com/qst/iteam/controller/UserController.java
  M	backend/src/main/java/com/qst/iteam/model/ApiResponse.java
  A	backend/src/test/java/com/qst/iteam/BackendSmokeTest.java

[2026-09-12 21:05:09 +08:00] 修正好友申请提交
提交：099e8164b25574deb4063d3c93f1734748c8c541
原始标题：Fix friend request submission
作者：Jacob Young | 提交者：Jacob Young
AuthorDate：2026-09-12T13:05:09Z | CommitDate：2026-09-12T13:05:09Z
版本范围：扩展分支
内容：调整好友接口与成员页中的申请逻辑，并补充后端冒烟测试代码。
链接：https://github.com/OldGuestInBreeze/-1/commit/099e8164b25574deb4063d3c93f1734748c8c541
所在分支：devin/1789022641-fix-created-event-crash
文件变更：3 项
  M	backend/src/test/java/com/qst/iteam/BackendSmokeTest.java
  M	entry/src/main/ets/api/FriendApi.ets
  M	entry/src/main/ets/pages/TeamListPage.ets

[2026-09-12 21:14:33 +08:00] 优化模拟器定位处理
提交：7c757b4444db13c1b5987c0932639dd4011f546e
原始标题：Improve emulator location handling
作者：Jacob Young | 提交者：Jacob Young
AuthorDate：2026-09-12T13:14:33Z | CommitDate：2026-09-12T13:14:33Z
版本范围：扩展分支
内容：兼容模糊或精确定位授权，增加定位服务检查、超时调整和最近位置回退处理。
链接：https://github.com/OldGuestInBreeze/-1/commit/7c757b4444db13c1b5987c0932639dd4011f546e
所在分支：devin/1789022641-fix-created-event-crash
文件变更：2 项
  M	entry/src/main/ets/utils/LocationUtil.ets
  M	entry/src/main/module.json5

[2026-09-12 21:25:30 +08:00] 修正好友及返回按钮交互
提交：bc363a00fc51bf6c4312e0ed1b3f56c0a6a60018
原始标题：Fix friend and back button interactions
作者：Jacob Young | 提交者：Jacob Young
AuthorDate：2026-09-12T13:25:30Z | CommitDate：2026-09-12T13:25:30Z
版本范围：扩展分支
内容：新增通用 PageBackButton，调整多页面返回交互和成员页好友操作。
链接：https://github.com/OldGuestInBreeze/-1/commit/bc363a00fc51bf6c4312e0ed1b3f56c0a6a60018
所在分支：devin/1789022641-fix-created-event-crash
文件变更：12 项
  A	entry/src/main/ets/component/PageBackButton.ets
  M	entry/src/main/ets/pages/ApplyPage.ets
  M	entry/src/main/ets/pages/ChatPage.ets
  M	entry/src/main/ets/pages/EventEditPage.ets
  M	entry/src/main/ets/pages/EventInfoPage.ets
  M	entry/src/main/ets/pages/EventListPage.ets
  M	entry/src/main/ets/pages/MapPage.ets
  M	entry/src/main/ets/pages/MyEventPage.ets
  M	entry/src/main/ets/pages/NavigationPage.ets
  M	entry/src/main/ets/pages/ResetPasswordPage.ets
  M	entry/src/main/ets/pages/TeamListPage.ets
  M	entry/src/main/ets/pages/UserEditPage.ets

[2026-09-12 21:35:44 +08:00] 调整 ArkTS 定位异常处理
提交：21bab808da18a6818ca0abd3d919fb186bf04b4d
原始标题：Fix ArkTS location error handling
作者：Jacob Young | 提交者：Jacob Young
AuthorDate：2026-09-12T13:35:44Z | CommitDate：2026-09-12T13:35:44Z
版本范围：扩展分支
内容：修改定位工具、返回按钮及相关页面的异常处理与调用代码。
链接：https://github.com/OldGuestInBreeze/-1/commit/21bab808da18a6818ca0abd3d919fb186bf04b4d
所在分支：devin/1789022641-fix-created-event-crash
文件变更：8 项
  M	entry/src/main/ets/component/PageBackButton.ets
  M	entry/src/main/ets/pages/ChatPage.ets
  M	entry/src/main/ets/pages/EventEditPage.ets
  M	entry/src/main/ets/pages/EventInfoPage.ets
  M	entry/src/main/ets/pages/MyEventPage.ets
  M	entry/src/main/ets/pages/NavigationPage.ets
  M	entry/src/main/ets/pages/UserEditPage.ets
  M	entry/src/main/ets/utils/LocationUtil.ets

[2026-09-12 21:41:55 +08:00] 修正好友通知导航
提交：3c61d2f73d2e97342cd72ac80f841fbdbd6bb2d4
原始标题：Fix friend notification navigation
作者：Jacob Young | 提交者：Jacob Young
AuthorDate：2026-09-12T13:41:55Z | CommitDate：2026-09-12T13:41:55Z
版本范围：扩展分支
内容：调整好友视图中的通知入口与导航交互。
链接：https://github.com/OldGuestInBreeze/-1/commit/3c61d2f73d2e97342cd72ac80f841fbdbd6bb2d4
所在分支：devin/1789022641-fix-created-event-crash
文件变更：1 项
  M	entry/src/main/ets/view/FriendViewComponent.ets

[2026-09-12 21:55:18 +08:00] 定制应用名称与启动图标
提交：c705e493c871edaf86799267bb95635b804fa015
原始标题：Customize app name and launcher icon
作者：Jacob Young | 提交者：Jacob Young
AuthorDate：2026-09-12T13:55:18Z | CommitDate：2026-09-12T13:55:18Z
版本范围：扩展分支
内容：修改应用名称资源和图标，并增加中英文名称资源。
链接：https://github.com/OldGuestInBreeze/-1/commit/c705e493c871edaf86799267bb95635b804fa015
所在分支：devin/1789022641-fix-created-event-crash
文件变更：6 项
  M	AppScope/resources/base/element/string.json
  M	AppScope/resources/base/media/foreground.png
  M	entry/src/main/resources/base/element/string.json
  M	entry/src/main/resources/base/media/foreground.png
  A	entry/src/main/resources/en_US/element/string.json
  A	entry/src/main/resources/zh_CN/element/string.json

[2026-09-12 22:02:39 +08:00] 更新兴趣小队应用图标
提交：35373a9e2519dec93c18ccf1e99bffcc94072b02
原始标题：Use supplied interest team app icon
作者：Jacob Young | 提交者：Jacob Young
AuthorDate：2026-09-12T14:02:39Z | CommitDate：2026-09-12T14:02:39Z
版本范围：扩展分支
内容：替换应用级和模块级 foreground.png 图标资源。
链接：https://github.com/OldGuestInBreeze/-1/commit/35373a9e2519dec93c18ccf1e99bffcc94072b02
所在分支：devin/1789022641-fix-created-event-crash
文件变更：2 项
  M	AppScope/resources/base/media/foreground.png
  M	entry/src/main/resources/base/media/foreground.png

[2026-09-12 22:29:58 +08:00] 调整好友通知安全区域
提交：7cec157df1f8d851f9e8b411115623389a66f3ea
原始标题：Move friend notifications below status bar
作者：Jacob Young | 提交者：Jacob Young
AuthorDate：2026-09-12T14:29:58Z | CommitDate：2026-09-12T14:29:58Z
版本范围：扩展分支
内容：修改好友通知布局，使其避开状态栏区域。
链接：https://github.com/OldGuestInBreeze/-1/commit/7cec157df1f8d851f9e8b411115623389a66f3ea
所在分支：devin/1789022641-fix-created-event-crash
文件变更：1 项
  M	entry/src/main/ets/view/FriendViewComponent.ets

========================================================================
2026-09-14 | 环境评审与需求文档归档 | 3 条
上传阶段一环境评审和软件需求规格说明书，并更新需求文档模板格式。

[2026-09-14 09:10:37 +08:00] 上传阶段一环境评审文档
提交：889c51b67a5010ac6e1a567f75ea7e5c3c7e26a5
原始标题：Add stage one environment review document
作者：Devin AI | 提交者：Devin AI
AuthorDate：2026-09-14T01:10:37Z | CommitDate：2026-09-14T01:10:37Z
版本范围：扩展分支
内容：新增阶段一环境评审 Word 文档。
链接：https://github.com/OldGuestInBreeze/-1/commit/889c51b67a5010ac6e1a567f75ea7e5c3c7e26a5
所在分支：devin/1789022641-fix-created-event-crash
文件变更：1 项
  A	docs/interest-team-stage1-environment.docx

[2026-09-14 10:24:13 +08:00] 上传软件需求规格说明书
提交：b6d3d9f46f05c82334fcdb68467e014a109c47a6
原始标题：Add interest team software requirements specification
作者：Devin AI | 提交者：Devin AI
AuthorDate：2026-09-14T02:24:13Z | CommitDate：2026-09-14T02:24:13Z
版本范围：扩展分支
内容：新增软件需求规格说明书 Word 文档。
链接：https://github.com/OldGuestInBreeze/-1/commit/b6d3d9f46f05c82334fcdb68467e014a109c47a6
所在分支：devin/1789022641-fix-created-event-crash
文件变更：1 项
  A	docs/interest-team-software-requirements-specification.docx

[2026-09-14 10:38:17 +08:00] 调整需求说明书模板格式
提交：5ed281fbe272e33be30dd4d1fdec91fe79ba951c
原始标题：Preserve template format in requirements specification
作者：Devin AI | 提交者：Devin AI
AuthorDate：2026-09-14T02:38:17Z | CommitDate：2026-09-14T02:38:17Z
版本范围：扩展分支
内容：更新已上传的需求规格说明书，提交标题说明此次调整保留模板格式。
链接：https://github.com/OldGuestInBreeze/-1/commit/5ed281fbe272e33be30dd4d1fdec91fe79ba951c
所在分支：devin/1789022641-fix-created-event-crash
文件变更：1 项
  M	docs/interest-team-software-requirements-specification.docx

========================================================================
2026-09-15 | 概要设计文档归档 | 1 条
上传兴趣小队系统概要设计文档。

[2026-09-15 09:33:53 +08:00] 上传概要设计文档
提交：0b89e8d16d30e7d185c191b3d5ac38ed61dd15ea
原始标题：Add high level design document
作者：Devin AI | 提交者：Devin AI
AuthorDate：2026-09-15T01:33:53Z | CommitDate：2026-09-15T01:33:53Z
版本范围：扩展分支
内容：新增系统概要设计 Word 文档。
链接：https://github.com/OldGuestInBreeze/-1/commit/0b89e8d16d30e7d185c191b3d5ac38ed61dd15ea
所在分支：devin/1789022641-fix-created-event-crash
文件变更：1 项
  A	docs/interest-team-high-level-design.docx

========================================================================
2026-09-16 | 详细设计、测试报告与论文归档 | 4 条
上传详细设计、系统测试报告和毕业论文，并更新论文图示与封面线条。

[2026-09-16 09:45:45 +08:00] 上传详细设计文档
提交：7bfa949b3bb12638c053656a322298b8de2625c0
原始标题：Add detailed design document
作者：Devin AI | 提交者：Devin AI
AuthorDate：2026-09-16T01:45:45Z | CommitDate：2026-09-16T01:45:45Z
版本范围：扩展分支
内容：新增系统详细设计 Word 文档。
链接：https://github.com/OldGuestInBreeze/-1/commit/7bfa949b3bb12638c053656a322298b8de2625c0
所在分支：devin/1789022641-fix-created-event-crash
文件变更：1 项
  A	docs/interest-team-detailed-design.docx

[2026-09-16 14:59:53 +08:00] 上传系统测试报告
提交：2d68adeed73e1b07122d63bf6ba950446165f50e
原始标题：Add system test report
作者：Devin AI | 提交者：Devin AI
AuthorDate：2026-09-16T06:59:53Z | CommitDate：2026-09-16T06:59:53Z
版本范围：扩展分支
内容：新增系统测试报告 Word 文档；文件上传记录本身不代表本次执行了测试。
链接：https://github.com/OldGuestInBreeze/-1/commit/2d68adeed73e1b07122d63bf6ba950446165f50e
所在分支：devin/1789022641-fix-created-event-crash
文件变更：1 项
  A	docs/interest-team-system-test-report.docx

[2026-09-16 15:45:56 +08:00] 上传毕业论文
提交：b52988c93cc51c9226571ef481d4e415ac5208e4
原始标题：Add interest team graduation thesis
作者：Devin AI | 提交者：Devin AI
AuthorDate：2026-09-16T07:45:56Z | CommitDate：2026-09-16T07:45:56Z
版本范围：扩展分支
内容：新增兴趣小队毕业论文 Word 文档。
链接：https://github.com/OldGuestInBreeze/-1/commit/b52988c93cc51c9226571ef481d4e415ac5208e4
所在分支：devin/1789022641-fix-created-event-crash
文件变更：1 项
  A	docs/interest-team-graduation-thesis.docx

[2026-09-16 16:40:47 +08:00] 更新论文图示与封面线条
提交：5ca86cfcd3ef4b259041c020a0ad6663f51be553
原始标题：Redraw thesis figures and cover lines
作者：Devin AI | 提交者：Devin AI
AuthorDate：2026-09-16T08:40:47Z | CommitDate：2026-09-16T08:40:47Z
版本范围：扩展分支
内容：更新毕业论文文件，提交标题记载了图示与封面线条调整。
链接：https://github.com/OldGuestInBreeze/-1/commit/5ca86cfcd3ef4b259041c020a0ad6663f51be553
所在分支：devin/1789022641-fix-created-event-crash
文件变更：1 项
  M	docs/interest-team-graduation-thesis.docx

========================================================================
2026-09-17 | 答辩材料交付 | 1 条
在独立文档分支上传可编辑答辩 PPT 和 PDF 预览文件。

[2026-09-17 23:31:38 +08:00] 上传项目答辩材料
提交：29f0685fe0f6c198ff8b4e5b08bbc276dd3b0105
原始标题：docs: add project defense presentation and PDF
作者：zhanfeng491198 | 提交者：zhanfeng491198
AuthorDate：2026-09-17T15:31:38Z | CommitDate：2026-09-17T15:31:38Z
版本范围：答辩分支
内容：新增 15 页可编辑答辩 PPT 和对应 PDF，供 GitHub 直接下载。
链接：https://github.com/OldGuestInBreeze/-1/commit/29f0685fe0f6c198ff8b4e5b08bbc276dd3b0105
所在分支：devin/1789659075-defense-downloads
文件变更：2 项
  A	presentation/interest-team-defense.pdf
  A	presentation/interest-team-defense.pptx

========================================================================
文档与交付包上传索引
2026-09-10 00:01:25 +08:00 | A | tools/interest-team-backend-launcher.zip | 736bf3a06c509105b435c41c798e9058decfa95f
2026-09-14 09:10:37 +08:00 | A | docs/interest-team-stage1-environment.docx | 889c51b67a5010ac6e1a567f75ea7e5c3c7e26a5
2026-09-14 10:24:13 +08:00 | A | docs/interest-team-software-requirements-specification.docx | b6d3d9f46f05c82334fcdb68467e014a109c47a6
2026-09-14 10:38:17 +08:00 | M | docs/interest-team-software-requirements-specification.docx | 5ed281fbe272e33be30dd4d1fdec91fe79ba951c
2026-09-15 09:33:53 +08:00 | A | docs/interest-team-high-level-design.docx | 0b89e8d16d30e7d185c191b3d5ac38ed61dd15ea
2026-09-16 09:45:45 +08:00 | A | docs/interest-team-detailed-design.docx | 7bfa949b3bb12638c053656a322298b8de2625c0
2026-09-16 14:59:53 +08:00 | A | docs/interest-team-system-test-report.docx | 2d68adeed73e1b07122d63bf6ba950446165f50e
2026-09-16 15:45:56 +08:00 | A | docs/interest-team-graduation-thesis.docx | b52988c93cc51c9226571ef481d4e415ac5208e4
2026-09-16 16:40:47 +08:00 | M | docs/interest-team-graduation-thesis.docx | 5ca86cfcd3ef4b259041c020a0ad6663f51be553
2026-09-17 23:31:38 +08:00 | A | presentation/interest-team-defense.pdf | 29f0685fe0f6c198ff8b4e5b08bbc276dd3b0105
2026-09-17 23:31:38 +08:00 | A | presentation/interest-team-defense.pptx | 29f0685fe0f6c198ff8b4e5b08bbc276dd3b0105
